commissioning_date,municipality,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,electrical_capacity,municipality_code,project_name,production,tariff,notification_date,contract_period_end,street,canton,company,lat,lon,data_source
2008-08-14,Altbüron,Renewable energy,Solar,,Connected unit,0.2634,6147,PV schaerholzbau dienstleistung ag Altbüron,206.95668000000003,,2008-05-02,,Kreuzmatte 1,LU,schaerholzbau dienstleistung ag,47.1909,7.8938,BFE
2008-08-19,Aigle,Renewable energy,Solar,,Integrated unit,0.1734,1860,PV Ferme les 3 Epis PV Aigle - Loewensberger,156.0769,,2008-05-02,,Chemin du Châtelard 33,VD,Ferme des Trois Epis Sàrl ,46.3139,6.969,BFE
2008-08-20,Buchs,Renewable energy,Solar,,Connected unit,0.034,9470,PV SOLENG GmbH Buchs,35.775,,2008-05-01,,Hostetgass 27,SG,SOLENG GmbH,47.1687,9.457,BFE
2008-08-26,Meyrin,Renewable energy,Solar,,Connected unit,0.0792,1217,PV SIG - Firmenich SA Meyrin,43.42516000000001,,2008-05-02,,Rue de la Bergère 7,GE,Services Industriels de Genève (SIG),46.2319,6.0712,BFE
2008-08-29,Oberwil,Renewable energy,Solar,,Connected unit,0.1608,4104,"PV Ryser, Im Buech, Oberwil",158.506,,2008-05-02,,Im Buech 1,BL,ADEV Solarstrom AG,47.5191,7.5453,BFE
2008-09-01,Hagenbuch,Renewable energy,Solar,,Integrated unit,0.144,8523,PV Yamagishi Verein Hagenbuch,162.23912,,2008-05-02,,Halde,ZH,Yamagishi Verein,47.5146,8.874,BFE
2008-09-01,Horgen,Renewable energy,Bioenergy,,Biomass and biogas,0.065,8810,Mikrogasturbine Capstone CR65 Horgen,358.58727000000005,,2008-05-16,,Seegartenstrasse 90,ZH,Gemeindeverwaltung Horgen,47.2573,8.6042,BFE
2008-09-01,Jona,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.15,8645,Kompogas-Anlage Jona SG,686.47367,,2008-05-02,,Engelhölzlistrasse 21,SG,Axpo Kompogas AG,47.2296,8.8516,BFE
2008-09-15,Zunzgen,Renewable energy,Solar,,Connected unit,0.06336,4455,PV Anl. Gewerbehaus Neumatten,64.94345,,2008-05-02,,Hauptstrasse 15,BL,EBL (Genossenschaft Elektra Baselland),47.4435,7.7938,BFE
2008-09-21,Jona,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.99,8645,BHKW Vinora Jona,5695.1370099999995,,2008-05-02,,Holzwiesstrasse 50,SG,HiQ Energy AG,47.2296,8.8516,BFE
2008-09-22,Basel,Renewable energy,Bioenergy,,Biomass and biogas,20.58,4056,KVA Basel / Holzkraftwerk Basel (KEV-Anteil KVA),42244.84966,,2009-01-23,,Hagenaustrasse 40/70,BS,Industrielle Werke Basel (IWB),47.5696,7.5735,BFE
2008-09-30,Liddes,Renewable energy,Hydro,,Drinking water plant,0.056,1945,Eau Potable Chandonne,110.10208999999999,,2008-05-02,,Place Centrale,VS,Commune De Liddes,46.0086,7.156,BFE
2008-10-01,Ormalingen,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.25,4466,Biogasanlage Ormalingen,1115.5362,,2008-05-02,,Mühlemattstrasse 6,BL,Biopower Nordwestschweiz AG,47.4763,7.8794,BFE
2008-10-07,Diegten,Renewable energy,Solar,,Connected unit,0.12,4457,"PV Bachsäge Schneider, Diegten",107.55572000000001,,2008-05-02,,Scheune Bachsäge 1,BL,ADEV Solarstrom AG,47.4093,7.8133,BFE
2008-10-10,Eschlikon,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.15,8360,Neubau Biogasanlage Riethof,1170.1749299999997,,2008-05-02,,Riethof 4,TG,öko-energie gmbh riethof,47.4601,8.9655,BFE
2008-10-10,Buchs,Renewable energy,Solar,,Connected unit,0.0654,9470,PV Fahrsilozubehör Buchs - Bosshard Buchs,59.81637,,2008-05-02,,Stöck ,SG,Fahrsilozubehör,47.1687,9.457,BFE
2008-10-15,Jona,Renewable energy,Hydro,,Diversion plant,0.18,8645,KW Braendlin Jona,772.0012800000001,,2008-08-07,,Holzwiesstrasse 37,SG,Braendlin AG,47.2296,8.8516,BFE
2008-10-20,Appenzell,Renewable energy,Solar,,Connected unit,0.0305,9050,PV Feuerschaugemeinde Appenzell ,23.51237,,2008-10-07,,Blattenheimatstrasse 3,AI,Feuerschaugemeinde Appenzell,47.3497,9.3597,BFE
2008-10-31,Hüttwilen,Renewable energy,Solar,,Connected unit,0.0318,8536,PV Reithalle Hüttwilen,35.086,,2008-05-02,,Steinegg 5,TG,Solarstrom-Pool Thurgau ,47.6107,8.8654,BFE
2008-11-01,Reichenbach,Renewable energy,Solar,,Connected unit,0.4112,3713,PV Sägewerk Bettschen AG Reichenbach,434.5288,,2008-05-02,,Kienstrasse 31,BE,Sägewerk Bettschen AG,46.6121,7.6824,BFE
2008-11-05,Ruswil,Renewable energy,Solar,,Connected unit,0.1264,6017,PV MW Energie AG Ruswil - P006 Wandeler,106.6272,,2008-05-02,,Neuboden 1,LU,MW Energie AG,47.0877,8.1261,BFE
2008-11-06,Nottwil,Renewable energy,Solar,,Integrated unit,0.0304,6207,PV PoWare GmbH Nottwil,30.186,,2008-05-09,,Halden ,LU,PoWare GmbH,47.1279,8.1378,BFE
2008-11-06,Zürich,Renewable energy,Hydro,,Diversion plant,0.63,8041,K Kraftwerk Manegg (erweitert),1684.3918500000002,,2008-05-02,,Allmendstrasse 125,ZH,Losinger Marazzi AG,47.3361,8.5156,BFE
2008-11-06,Dällikon,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.04,8108,Agrogas Furttal,234.50028,,2008-05-02,,Brüederhofstrasse 3,ZH,Martina & Simon Knöpfel,47.439,8.4324,BFE
2008-11-07,Wetzikon,Renewable energy,Solar,,Connected unit,0.0616,8620,PV Sonnenstrom Wetzikon GmbH Wetzikon - Industrie,59.79826999999999,,2008-05-02,,Strandbadstrasse 90,ZH,Sonnenstrom Wetzikon GmbH,47.3224,8.8064,BFE
2008-11-14,Oberterzen,Renewable energy,Hydro,,Run-of-river,1.5,8884,KW Büeli Oberterzen,6895.120100000001,,2008-06-10,,Gafadurastrasse,SG,Kraftwerke Unterterzen c/o SAK AG,47.0584,9.2108,BFE
2008-11-14,Samstagern,Renewable energy,Solar,,Connected unit,0.1236,8833,PV Sanjo Liegenschaften AG Samstagern,107.32691999999999,,2008-05-01,,Weberrütistrasse 2,ZH,Sanjo Liegenschaften AG,47.1936,8.6795,BFE
2008-11-14,Campocologno,Renewable energy,Hydro,,Run-of-river,1.9,7744,K Repower AG Campocologno II - Erneuerung,5620.25392,,2013-07-17,,Via Principale 16D,GR,Repower AG,46.2356,10.1424,BFE
2008-11-21,Moosseedorf,Renewable energy,Solar,,Integrated unit,0.0379,3302,PV Passepartout Moosseedorf,39.07777999999999,,2008-05-02,,Sandstrasse 5,BE,BKW Energie AG,47.0097,7.4861,BFE
2008-11-27,Gossau,Renewable energy,Solar,,Connected unit,0.41536,9201,PV Migros Genossenschaft Ostschweiz Gossau,364.8035699999999,,2008-05-02,,Industriestrasse 47,SG,Migros Genossenschaft Ostschweiz,47.4667,9.2833,BFE
2008-11-30,Flums,Renewable energy,Bioenergy,,Biomass and biogas,0.065,8890,"Mikrogasturbine Capstone CR 65, ARA Seez",227.13036000000002,,2008-05-16,,Arastrasse,SG,Abwasserverband Seez,47.0934,9.3412,BFE
2008-11-30,Moutier,Renewable energy,Hydro,,Diversion plant,0.21,2740,PCH Moutier Cerneux Gorgé,794.21873,,2008-05-02,,Cerneux Gorgé,BE,Bleue-Verte SA,47.2785,7.3702,BFE
2008-12-01,Appenzell,Renewable energy,Bioenergy,,Biomass and biogas,0.06,9050,BHKW ARA Appenzell,322.41125,,2008-05-01,,Mettlenstrasse 23,AI,Amt für Umweltschutz,47.3497,9.3597,BFE
2008-12-09,Subingen,Renewable energy,Solar,,Connected unit,0.2619,4553,PV 1.117 / oz13 Subingen,160.61335,,2008-10-27,,Horriwilstrasse 33,SO,Genossenschaft OPTIMA-SOLAR Solothurn,47.1991,7.621,BFE
2008-12-15,Winterthur,Renewable energy,Solar,,Connected unit,0.0311,8400,PV Gemeinnützige Wohnbaugenossenschaft Winterthur - Hörnlistrasse 40 - 44 Winterthur,27.65919,,2008-05-02,,Hörnlistrasse 40 - 44,ZH,Gemeinnützige Wohnbaugenossenschaft Winterthur,47.4916,8.7295,BFE
2008-12-31,Wald,Renewable energy,Bioenergy,,Biomass and biogas,0.035,8636,BHKW Klärwerk Wald,192.28384,,2008-09-01,,Rütistrasse 60,ZH,Gemeinde Wald ZH/Klärwerk,47.2931,8.9303,BFE
2009-01-01,Altenrhein,Renewable energy,Bioenergy,,Biomass and biogas,1.296,9423,B Leistungssteigerung BHKW Altenrhein,5343.26553,,2008-05-02,,Mennstrasse ,SG,Abwasserverband Altenrhein,47.492,9.5605,BFE
2009-01-01,Langnau,Renewable energy,Hydro,,Run-of-river,0.066,3550,Kleinkraftwerk Sägestrasse,400.24199999999996,,2008-05-02,,Sägestrasse 33,BE,Energiewerkstatt Langnau GmbH,46.9349,7.7862,BFE
2009-01-02,Langnau,Renewable energy,Solar,,Connected unit,0.14737,3550,PV Anlage Sek. Langnau,36.00129999999999,,2008-05-01,,Höheweg 10a,BE,Energie Plus!,46.9349,7.7862,BFE
2009-01-09,Stein am Rhein,Renewable energy,Bioenergy,,Biomass and biogas,0.06,8260,ARA Stein am Rhein - Ersatz BHKW,166.45541999999998,,2008-06-12,,Hemishoferstrasse 93,SH,Abwasserverband Stein am Rhein,47.6654,8.8565,BFE
2009-01-15,Luzern,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.783,6014,BHKW Vergärung Weiherhus Luzern,3009.6722099999997,,2008-05-02,,Ruetihof,LU,Weiherhus-Kompost AG,47.0567,8.2446,BFE
2009-01-20,Mels,Renewable energy,Hydro,,Run-of-river,0.043,8887,KW Lüchinger,306.19084000000004,,2008-07-14,,Haldenstrasse 16,SG,Lüchinger AG,47.0444,9.4264,BFE
2009-01-22,Seewen,Renewable energy,Solar,,Connected unit,0.048,6423,PV Bote der Urschweiz AG Seewen,40.36662,,2008-05-02,,Steinbislin 11,SZ,Bote der Urschweiz AG,47.0259,8.6228,BFE
2009-01-23,Aesch,Renewable energy,Solar,,Connected unit,0.113,4147,PV Birseck Solar AG Aesch BL - Industrie 121,96.11857999999998,,2008-05-02,,Industriestrasse 121,BL,Birseck Solar AG,47.4694,7.5828,BFE
2009-01-29,Disentis/Mustér,Renewable energy,Solar,,Integrated unit,0.0933,7180,PV Klosterhof Disentis,75.87893999999999,,2008-05-02,,Salaplauna PZ 2883,GR,Solarspar,46.7457,8.8427,BFE
2009-01-30,Bennau,Renewable energy,Solar,,Integrated unit,0.03596,8836,PV Sanjo Liegenschaften AG Bennau - Kraftwerk B Plusenergiehaus,26.27439,,2008-05-01,,Bennauerstrasse 4,SZ,Sanjo Liegenschaften AG,47.1496,8.7168,BFE
2009-01-30,Ittigen,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.51,3063,*BHKW Sol-E Suisse Ittigen,0.0,,2009-02-12,,Langgasse 100,BE,Biogas- und Solaranlage Ittigen,46.9805,7.4786,BFE
2009-02-02,Luzern,Renewable energy,Solar,,Connected unit,0.1195,6006,PV Verkehrshaus der Schweiz (VHS) Luzern,108.13225999999999,,2008-05-01,,Lidostrasse 5,LU,ewl Verkauf AG,47.0585,8.3337,BFE
2009-02-11,Sempach,Renewable energy,Solar,,Connected unit,0.0308,6204,PV Soltracting AG Peter Schürch Sempach,31.631,,2008-05-01,,Allmend ,LU,Soltracting AG,47.1363,8.2061,BFE
2009-02-13,Muolen,Renewable energy,Solar,,Connected unit,0.0536,9313,Photovoltaikanlage Baumann,59.49696999999999,,2008-05-02,,Haspel,SG,Urs Baumann,47.5168,9.3192,BFE
2009-02-16,La Lecherette,Renewable energy,Solar,,Integrated unit,0.0352,1660,PV Rochat La Lecherette,38.86925,,2008-05-02,,Grange Sur l'Haut  ,VD,Rochat Solaire SA,46.451,7.0906,BFE
2009-02-20,Düdingen,Renewable energy,Solar,,Connected unit,0.0614,3186,PV Groupe E Greenwatt SA Düdingen - Migros,62.97525,,2008-05-02,,Gänsebergstrasse,FR,Groupe E Greenwatt SA,46.8506,7.1882,BFE
2009-02-24,Carrouge,Renewable energy,Solar,,Connected unit,0.068,1084,*PV Bât Schreder à Carrouge,49.13133,,2008-05-02,,Ecorcheboeuf 16,VD,Romande Energie Renouvelable SA,46.6025,6.7745,BFE
2009-02-24,Carrouge,Renewable energy,Solar,,Connected unit,0.068,1084,*PV Bât Schreder à Carrouge,7.170979999999999,,2008-05-02,,Ecorcheboeuf 16,VD,Romande Energie SA,46.6025,6.7745,BFE
2009-03-05,Güttingen,Renewable energy,Solar,,Connected unit,0.051,8594,PV Bepro AG Güttingen,48.61636,,2008-05-16,,Römerweg 2,TG,Bepro AG,47.5983,9.2869,BFE
2009-03-09,Glarus,Renewable energy,Hydro,,Diversion plant,0.035,8750,KW Bleicherei Streiff,138.40667000000002,,2008-06-18,,Bleichestrasse 65,GL,Bleicherei Streiff AG,47.0256,9.0025,BFE
2009-03-10,Engi,Renewable energy,Hydro,,Run-of-river,3.6,8765,KW Mühlebach Engi,15659.812850000002,,2008-05-02,,Vorderdorf,GL,KWM Kraftwerk Mühlebach AG ,46.9985,9.1704,BFE
2009-03-11,Seon,Renewable energy,Solar,,Connected unit,0.11966,5703,PV Technische Betriebe Seon - Werkhof,59.6323,,2008-05-09,,Mühleweg 3,AG,Technische Betriebe Seon,47.3487,8.1589,BFE
2009-03-11,Wildegg,Renewable energy,Bioenergy,,Biomass and biogas,0.171,5103,Erneuerung BHKW 2009 ARA Lenzburg,1279.302,,2008-05-02,,Langmatt 886,AG,Abwasserverband Region Lenzburg,47.4167,8.1629,BFE
2009-03-12,Sachseln,Renewable energy,Solar,,Connected unit,0.2022,6072,PV Maxon Motor AG Sachseln,154.64569000000003,,2008-05-02,,Brünigstrasse 220,OW,Maxon Motor AG,46.8231,8.2434,BFE
2009-03-12,Obernau,Renewable energy,Solar,,Connected unit,0.1418,6012,PV Schweizer Naturstrom AG Obernau - Garage Bolzern Durot,121.53237000000001,,2008-05-02,,Rengglochstrasse 19,LU,Schweizer Naturstrom AG,47.0288,8.2374,BFE
2009-03-17,Morges,Renewable energy,Solar,,Connected unit,0.0504,1110,*PV sur bât. Romande Energie Morges,38.50808,,2008-05-02,,Rue de Lausanne 53,VD,Romande Energie Renouvelable SA,46.5135,6.4949,BFE
2009-03-17,Morges,Renewable energy,Solar,,Connected unit,0.0504,1110,*PV sur bât. Romande Energie Morges,5.889,,2008-05-02,,Rue de Lausanne 53,VD,Romande Energie SA,46.5135,6.4949,BFE
2009-03-18,Bellevue,Renewable energy,Solar,,Integrated unit,0.0739,1293,PV École de Bellevue,0.00368,,2008-05-02,,Chemin de la Menuiserie 10,GE,Commune de Bellevue,46.2587,6.1351,BFE
2009-03-22,Emmenbrücke,Renewable energy,Bioenergy,,Biomass and biogas,0.56,6020,Erneuerung BHKW-Anlage ARA Luzern,2121.23115,,2008-05-02,,Reusseggstrasse 15,LU,REAL Abwasser,47.0761,8.2615,BFE
2009-03-24,Muntelier,Renewable energy,Solar,,Connected unit,0.1004,3286,PV Ruetschi Technology,83.28130999999998,,2008-05-02,,Fabrikstrasse 35,FR,Ruetschi Technology AG,46.942,7.136,BFE
2009-03-25,Zollbrück,Renewable energy,Solar,,Connected unit,0.0965,3436,PV F. Ramseier AG Zollbrück - razo-energie,72.8013,,2008-05-01,,Hinter Ebnit ,BE,F. Ramseier AG,46.9727,7.7607,BFE
2009-03-31,Fully,Renewable energy,Hydro,,Run-of-river,0.048,1926,*K Hoirie Jacques Granges Domaine de Beudon Fully,34.85552,,2008-06-23,,Rue de Beudon,VS,Hoirie Jacques Granges Domaine de Beudon,46.1551,7.1172,BFE
2009-04-03,Ipsach,Renewable energy,Solar,,Integrated unit,0.0603,2563,PV Beat Hess AG Ipsach,60.240700000000004,,2008-05-19,,Keltenstrasse 3,BE,Beat Hess AG,47.1151,7.2316,BFE
2009-04-07,Marin-Epagnier,Renewable energy,Solar,,Connected unit,0.0634,2074,PV Groupe E Greenwatt SA Marin - Migros,68.20875,,2008-05-02,,Rue Fleur-de-Lys 26,NE,Groupe E Greenwatt SA,47.0101,7.0122,BFE
2009-04-08,Sedrun,Renewable energy,Hydro,,Run-of-river,2.35,7188,W Kraftwerk Val Strem,173.02082000000001,,2008-05-02,,Via Alpsu 62,GR,energia alpina ,46.6229,8.7504,BFE
2009-04-16,Pratteln,Renewable energy,Solar,,Connected unit,0.07854,4133,PV KSZ Elektra Baselland Liestal,80.37332999999998,,2008-05-02,,Oberemattstrasse 13,BL,EBL (Genossenschaft Elektra Baselland),47.5174,7.6941,BFE
2009-04-27,Alberswil,Renewable energy,Solar,,Connected unit,0.0946,6248,"PV Viehscheune, Alberswil",88.53,,2008-05-02,,Allmendstrasse 163,LU,ADEV Solarstrom AG,47.1478,7.9934,BFE
2009-04-30,Estavayer-le-Lac,Renewable energy,Bioenergy,,Biomass and biogas,0.33,1470,B CCF Step ERES Estavayer-le-Lac,2260.94975,,2009-02-11,,STEP Estavayer-le-Lac 1,FR,ERES ,46.8497,6.8589,BFE
2009-05-01,Prato Leventina,Renewable energy,Hydro,,Drinking water plant,0.315,6773,Microcentrale Ri di Foch 2,2061.4579999999996,,2008-05-16,,Mascengo,TI,Fondazione Ri di Foch,46.4734,8.7477,BFE
2009-05-15,Niederbüren,Renewable energy,Bioenergy,,Biomass and biogas,0.037,9246,ARA Niederbüren - Ausbau,284.6878,,2009-12-30,,Kläranlage ,SG,Abwasserverband Niederbüren,47.4631,9.2099,BFE
2009-05-19,Aefligen,Renewable energy,Hydro,,Run-of-river,0.033,3426,KWKW Dyno AG Aefligen,154.99981,,2008-05-30,,Schalunenstrasse 54,BE,Dyno AG,47.0953,7.5487,BFE
2009-05-20,Uetendorf,Renewable energy,Solar,,Connected unit,0.0648,3661,PVA Gafner Fahrzeughalle Uetendorf,63.485699999999994,,2008-05-02,,Zelgstrasse 87,BE,Gafner Immobilien AG,46.7758,7.5772,BFE
2009-05-20,Aigle,Renewable energy,Hydro,,Run-of-river,0.14,1860,*Hydro PCH Mini-Farettes Aigle,103.35654000000001,,2009-02-06,,Chemin des Farettes,VD,Romande Energie SA,46.3139,6.969,BFE
2009-05-20,Aigle,Renewable energy,Hydro,,Run-of-river,0.14,1860,*Hydro PCH Mini-Farettes Aigle,545.01781,,2009-02-06,,Chemin des Farettes,VD,Romande Energie Renouvelable SA,46.3139,6.969,BFE
2009-05-26,Gstaad,Renewable energy,Solar,,Connected unit,0.067,3780,PV Bach & Perreten Holzbau Gstaad,64.953,,2008-05-02,,Mettlen 7,BE,Bach & Perreten Holzbau AG,46.4756,7.2943,BFE
2009-05-26,Grandson,Renewable energy,Solar,,Connected unit,0.1487,1422,PV Cand-Landi Grandson,110.9283,,2008-05-01,,Rue du Grandsonnet 3,VD,Cand-Landi SA,46.819,6.6509,BFE
2009-05-27,Nidau,Renewable energy,Solar,,Connected unit,0.0353,2560,PVA Seeland Bräu Nidau,35.459390000000006,,2008-05-02,,Uferweg 5,BE,Hans Rudolf Suter (Seeland Bräu),47.1242,7.2403,BFE
2009-05-28,Reinach,Renewable energy,Solar,,Integrated unit,0.09882,5734,EWS Energie AG Solar Winkel,79.8471,,2008-05-02,,Winkelstrasse 50,AG,EWS Energie AG,47.2635,8.1748,BFE
2009-05-28,Flueelen,Renewable energy,Solar,,Connected unit,0.0552,6454,PV Wipfli AG Flueelen,28.903290000000005,,2008-05-02,,Bahnhofstrasse 28,UR,Wipfli AG,46.9126,8.6281,BFE
2009-05-28,Wohlen bei Bern,Renewable energy,Solar,,Integrated unit,0.05495,3033,PV Einfache Gesselschaft - Alfred Jost Wohlen,61.3568,,2008-11-11,,Hofenstrasse 111,BE,Einfache Gesellschaft,46.9737,7.351,BFE
2009-05-28,Sempach,Renewable energy,Solar,,Connected unit,0.0518,6204,*PV Schürch Egli AG Sempach - Gewerbehalle Allmend,24.1813,,2009-04-14,,Allmend 49,LU,Schürch Egli AG,47.1363,8.2061,BFE
2009-05-28,Sempach,Renewable energy,Solar,,Connected unit,0.0518,6204,*PV Stefan Egli Immobilien AG Sempach - Gewerbehalle Allmend,23.934369999999998,,2009-04-14,,Allmend 49,LU,Stefan Egli Immobilien AG,47.1363,8.2061,BFE
2009-05-29,Matran,Renewable energy,Solar,,Connected unit,0.1098,1753,PV Groupe E Connect SA Matran,125.27075,,2008-05-02,,Rte du Madelain 4,FR,Groupe E Connect SA,46.7859,7.0887,BFE
2009-05-29,Zuckenriet,Renewable energy,Solar,,Connected unit,0.0717,9526,PV Elektrizitätswerk Niederhelfenschwil Zuckenriet - Oberstufe Sproochbrugg,48.24845,,2008-05-02,,Sproochbrugg,SG,Elektrizitätswerk Niederhelfenschwil,47.4862,9.1624,BFE
2009-05-31,Le Noirmont ,Renewable energy,Solar,,Integrated unit,0.0642,2340,PV Technopôle Le Noirmont,68.511,,2008-05-02,,Sous la Velle,JU,BKW Energie AG,47.2155,6.9443,BFE
2009-06-01,Lenzburg,Renewable energy,Solar,,Connected unit,0.0548,5600,"PV MFH Miarelli, Lenzburg",59.34834,,2008-05-02,,Hardstrasse 1,AG,ADEV Solarstrom AG,47.3804,8.1744,BFE
2009-06-01,Oensingen,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.889,4702,Kompogasanlage Oensingen ARA Mischtarif,5726.184209999999,,2008-10-14,,Fröschenlochstrasse 11,SO,BV Kompostieranlage Oensingen AG c/o Axpo Kompogas AG,47.2903,7.7185,BFE
2009-06-02,Bellinzona,Renewable energy,Solar,,Connected unit,0.0484,6500,PV AMB Bellinzona - Progetto SM2 ,30.630850000000006,,2008-05-08,,Via al Maglio,TI,Aziende Municipalizzate Bellinzona AMB,46.197,9.0355,BFE
2009-06-04,Züberwangen,Renewable energy,Solar,,Connected unit,0.0319,9523,PV Rolf Brunner Züberwangen,32.736,,2008-05-02,,St. Gallerstrasse 6,SG,SMW Schrauben- und Metallwarenhandel AG,47.4657,9.0926,BFE
2009-06-09,Itingen,Renewable energy,Solar,,Connected unit,0.0578,4452,PV Anlage Tentan AG,56.91337,,2008-05-22,,Im Dellenboden Parz. 341,BL,Solarspar,47.4635,7.7867,BFE
2009-06-22,Mellingen,Renewable energy,Bioenergy,,Biomass and biogas,0.072,5507,BHKW ARA Region Mellingen,353.06306,,2008-07-07,,Militärstrasse 20,AG,Abwasserverband Region Mellingen,47.4205,8.2727,BFE
2009-06-23,Hittnau,Renewable energy,Solar,,Connected unit,0.1008,8335,PV Gorgi & Gorgi Sonne & Strom Hittnau - Dach Fabrikationshalle Holzbau Jampen,96.41709999999999,,2008-05-02,,Industriestrasse 3,ZH,Gorgi & Gorgi GmbH,47.3672,8.8296,BFE
2009-06-24,Vollèges,Renewable energy,Hydro,,Drinking water plant,0.75,1941,K Administration communale de Vollèges Vollèges - MCH Cries ,4062.83178,,2009-02-02,,Route du Levron,VS,Administration communale de Vollèges,46.086,7.161,BFE
2009-07-02,Le Lignon,Renewable energy,Solar,,Connected unit,0.7123,1219,PV Services Industriels de Genève SIG Le Lignon - SOLAR 8.2 - SIGBat,26.305139999999998,,2010-11-02,,site du Lignon,GE,Services Industriels de Genève (SIG),46.2122,6.1097,BFE
2009-07-03,Matran,Renewable energy,Solar,,Connected unit,0.1005,1753,PV Commune de Matran - Halle de Sport,112.0665,,2008-05-02,,Route de l'école 12,FR,Commune de Matran,46.7859,7.0887,BFE
2009-07-15,Hochdorf,Renewable energy,Bioenergy,,Biomass and biogas,0.065,6280,Klärgas-Mikrogasturbine ARA Kommission Hochdorf,329.06472,,2008-07-01,,Nunwilstrasse 40,LU,Einwohnergemeinde Hochdorf,47.1697,8.285,BFE
2009-07-16,Oberems,Renewable energy,Hydro,,Run-of-river,0.75,3948,K Kleinwasserkraftwerk Borterbach,3621.081,,2008-05-06,,Dorfstrasse ,VS,Gemeinde Oberems,46.1585,7.7037,BFE
2009-07-31,Courrendlin,Renewable energy,Hydro,,Diversion plant,0.273,2830,KWKW Moulin des Roches Courrendlin,820.1169,,2008-09-01,,Route de Moutier 12,JU,U.E. Moulin des Roches SA (P-10419),47.3329,7.3792,BFE
2009-08-04,Basel,Renewable energy,Solar,,Connected unit,0.0396,4056,PV Alteno Solar AG Basel - Murbacherstrasse,37.12182,,2009-07-09,,Murbacherstrasse 34,BS,Alteno Solar AG,47.5696,7.5735,BFE
2009-08-06,Ruswil,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.168,6017,Biogasanlage Hopösche Ruswil,946.3952099999998,,2008-05-02,,Hopösche,LU,Biogas Hopösche Ruswil AG,47.0877,8.1261,BFE
2009-08-13,Langnau,Renewable energy,Solar,,Integrated unit,0.07396,6262,PV TvA Consulting AG Langnau - Vrenihus I,68.94612,,2008-10-02,,Hasli 4,LU,TvA Consulting AG,47.2302,7.9479,BFE
2009-08-13,Scherzingen,Renewable energy,Bioenergy,,Biomass and biogas,0.037,8596,BHKW ARA Münsterlingen,270.22025,,2008-07-29,,Kläranlage Rietwiesen 337,TG,Abwasserzweckverband Münsterlingen,47.6313,9.2356,BFE
2009-08-13,Puidoux,Renewable energy,Solar,,Integrated unit,0.068,1070,*PV Chappuis Puidoux,60.916290000000004,,2008-05-02,,Chemin des Murailles ,VD,Romande Energie Renouvelable SA,46.5123,6.7879,BFE
2009-08-13,Puidoux,Renewable energy,Solar,,Integrated unit,0.068,1070,*PV Chappuis Puidoux,9.00339,,2008-05-02,,Chemin des Murailles ,VD,Romande Energie SA,46.5123,6.7879,BFE
2009-08-17,Büren an der Aare,Renewable energy,Solar,,Connected unit,0.1065,3294,PV EDZ AG - Kanalstrasse 48,106.4505,,2008-05-02,,Kanalstrasse 48,BE,EDZ AG,47.1419,7.3657,BFE
2009-08-17,Bioggio,Renewable energy,Solar,,Integrated unit,0.1242,6934,impianto fotovoltaico-Soldini Sudacciai SA Bioggio,112.26751000000002,,2008-05-01,,Industria 1,TI,Agere SA,46.0143,8.9064,BFE
2009-08-18,Chailly-Montreux,Renewable energy,Solar,,Integrated unit,0.0453,1816,*PV Romande Energie SA Chailly-Montreux - AUBORT,4.15425,,2008-05-02,,Rue Châtaigniers 19,VD,Romande Energie SA,46.4529,6.8922,BFE
2009-08-18,Chailly-Montreux,Renewable energy,Solar,,Integrated unit,0.0453,1816,*PV Romande Energie SA Chailly-Montreux - AUBORT,31.6085,,2008-05-02,,Rue Châtaigniers 19,VD,Romande Energie Renouvelable SA,46.4529,6.8922,BFE
